record_id,mof_id,MOF_name,chemical_formula,metal_node,organic_linker,pore_size,pore_size_unit,CSD_refcode,MOFid,MOFkey,source_material_id,topology,surface_area_BET,surface_area_BET_unit,pore_volume,pore_volume_unit,gas_type,gas_name,temperature,temperature_unit,pressure,pressure_unit,measurement_type,capacity_value,capacity_unit,isotherm_id,DOI,publication_year,source_id,source_type,source_url,source_location,source_database,extraction_method,extraction_confidence,notes
mofxdb_hMOF-2_iso5105123_p1,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CO2,CarbonDioxide,298.0,K,0.01,bar,capacity,0.333446,mol/kg,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5105123.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p2,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CO2,CarbonDioxide,298.0,K,0.1,bar,capacity,0.854371,mol/kg,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5105123.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p3,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CO2,CarbonDioxide,298.0,K,2.5,bar,capacity,1.4935,mol/kg,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5105123.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p4,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CO2,CarbonDioxide,298.0,K,0.05,bar,capacity,0.863734,mol/kg,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5105123.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p5,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CO2,CarbonDioxide,298.0,K,0.5,bar,capacity,1.35495,mol/kg,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5105123.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5380728_p1,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,N2,Nitrogen,298.0,K,0.09,bar,capacity,0.0218653,mol/kg,5380728,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5380728.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5380728_p2,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,N2,Nitrogen,298.0,K,0.9,bar,capacity,0.232617,mol/kg,5380728,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5380728.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p1,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CH4,Methane,298.0,K,2.5,bar,capacity,1.9741,mol/kg,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5518380.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p2,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CH4,Methane,298.0,K,4.5,bar,capacity,2.15817,mol/kg,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5518380.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p3,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CH4,Methane,298.0,K,0.05,bar,capacity,0.11804,mol/kg,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5518380.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p4,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CH4,Methane,298.0,K,0.5,bar,capacity,1.01847,mol/kg,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5518380.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p5,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CH4,Methane,298.0,K,0.9,bar,capacity,1.36399,mol/kg,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5518380.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5737341_p1,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,CH4,Methane,298.0,K,35.0,bar,capacity,105.198,cm3(STP)/cm3,5737341,10.1038/nchem.1192,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5737341.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p1_Xenon,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,Xe,Xenon,273.0,K,1.0,bar,capacity,0.317805,mol/kg,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012946.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p1_Krypton,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,Kr,Krypton,273.0,K,1.0,bar,capacity,1.95825,mol/kg,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012946.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p2_Xenon,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,Xe,Xenon,273.0,K,5.0,bar,capacity,0.33047,mol/kg,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012946.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p2_Krypton,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,Kr,Krypton,273.0,K,5.0,bar,capacity,2.15649,mol/kg,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012946.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p3_Xenon,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,Xe,Xenon,273.0,K,10.0,bar,capacity,0.364079,mol/kg,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012946.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p3_Krypton,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,Kr,Krypton,273.0,K,10.0,bar,capacity,2.19286,mol/kg,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012946.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-2_iso6150832_p1,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,H2,Hydrogen,77.0,K,2.0,bar,capacity,13.0523,g/l,6150832,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6150832.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso6150832_p2,mofxdb_hMOF-2,hMOF-2,C72 H36 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.25,A,,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,Zn.KKEYFWRCBNTPAC.MOFkey-v1.pcu,15345,pcu,60.6,m2/g,,,H2,Hydrogen,77.0,K,100.0,bar,capacity,13.9925,g/l,6150832,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6150832.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
